"card","pools","type","rarity","cost","target","keywords","coverage","confidence","needed_editor_effects","blockers_or_review_points","source_primitives","applied_powers","dynamic_vars","override_methods","note","source_file"
"BiasedCognition","Defect","Power","Ancient","1","Self","","Exact","High","ApplyPower; GainFocus; ApplyPower:BiasedCognitionPower","supported primitives only","ApplyPower;GainFocus","BiasedCognitionPower;FocusPower","DynamicVar;PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\BiasedCognition.cs"
"BoostAway","Defect","Skill","Common","0","Self","","Almost","Medium","GainBlock; AddSpecificCardToHand","specific generated card","GainBlock;AddSpecificCardToHand","","BlockVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\BoostAway.cs"
"BootSequence","Defect","Skill","Uncommon","0","Self","Exhaust;Innate","Exact","High","GainBlock","supported primitives only","GainBlock","","BlockVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\BootSequence.cs"
"Buffer","Defect","Power","Rare","2","Self","","Exact","High","GainBuffer","supported primitives only","GainBuffer","BufferPower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Buffer.cs"
"BulkUp","Defect","Power","Uncommon","2","Self","","Exact","High","LoseOrbSlots; GainDexterity; GainStrength","supported primitives only","LoseOrbSlots;GainDexterity;GainStrength","DexterityPower;StrengthPower","DynamicVar;PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\BulkUp.cs"
"Capacitor","Defect","Power","Uncommon","1","Self","","Exact","High","GainOrbSlots","supported primitives only","GainOrbSlots","","RepeatVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Capacitor.cs"
"Chaos","Defect","Skill","Uncommon","1","Self","","Almost","Medium","ChannelRandomOrb","loop/repeat; randomness","ChannelRandomOrb","","RepeatVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Chaos.cs"
"ChargeBattery","Defect","Skill","Common","1","Self","","Exact","High","GainBlock; ApplyPower; ApplyPower:EnergyNextTurnPower","supported primitives only","GainBlock;ApplyPower","EnergyNextTurnPower","BlockVar;DynamicVar;EnergyVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\ChargeBattery.cs"
"Chill","Defect","Skill","Uncommon","0","Self","Exhaust","Almost","Medium","ChannelFrost","loop/repeat","ChannelFrost","","","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Chill.cs"
"Claw","Defect","Attack","Common","0","AnyEnemy","","Almost","Medium","DealDamage","loop/repeat","DealDamage","","DamageVar;DynamicVar","AfterDowngraded;OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Claw.cs"
"ColdSnap","Defect","Attack","Common","1","AnyEnemy","","Exact","High","DealDamage; ChannelFrost","supported primitives only","DealDamage;ChannelFrost","","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\ColdSnap.cs"
"Compact","Defect","Skill","Uncommon","1","Self","","Almost","Medium","GainBlock; AddSpecificCardToHand; TransformCards; UpgradeCardsInPile","conditional branch; loop/repeat; custom card filter; pile scan; specific generated card","GainBlock;AddSpecificCardToHand;TransformCards;UpgradeCardsInPile","","BlockVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Compact.cs"
"CompileDriver","Defect","Attack","Common","1","AnyEnemy","","Almost","Medium","DealDamage; DrawCards","calculated amount","DealDamage;DrawCards","","CalculatedVar;CalculationBaseVar;CalculationExtraVar;DamageVar;DynamicVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\CompileDriver.cs"
"ConsumingShadow","Defect","Power","Rare","2","Self","","Almost","Medium","ChannelDark; ApplyPower; ApplyPower:ConsumingShadowPower","loop/repeat","ChannelDark;ApplyPower","ConsumingShadowPower","DynamicVar;PowerVar;RepeatVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\ConsumingShadow.cs"
"Coolant","Defect","Power","Rare","1","Self","","Exact","High","ApplyPower; ApplyPower:CoolantPower","supported primitives only","ApplyPower","CoolantPower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Coolant.cs"
"Coolheaded","Defect","Skill","Common","1","Self","","Exact","High","DrawCards; ChannelFrost","supported primitives only","DrawCards;ChannelFrost","","CardsVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Coolheaded.cs"
"CreativeAi","Defect","Power","Rare","3","Self","","Exact","High","ApplyPower; ApplyPower:CreativeAiPower","supported primitives only","ApplyPower","CreativeAiPower","DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\CreativeAi.cs"
"Darkness","Defect","Skill","Uncommon","1","Self","","Almost","Medium","ChannelDark","loop/repeat; custom card filter","ChannelDark","","","OnPlay","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Darkness.cs"
"DefendDefect","Defect","Skill","Basic","1","Self","","Exact","High","GainBlock","supported primitives only","GainBlock","","BlockVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\DefendDefect.cs"
"Defragment","Defect","Power","Rare","1","Self","","Exact","High","GainFocus","supported primitives only","GainFocus","FocusPower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Defragment.cs"
"DoubleEnergy","Defect","Skill","Uncommon","1","Self","Exhaust","Exact","High","GainEnergy","supported primitives only","GainEnergy","","","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\DoubleEnergy.cs"
"Dualcast","Defect","Skill","Basic","1","Self","","Almost","Medium","EvokeOrbs","conditional branch","EvokeOrbs","","","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Dualcast.cs"
"EchoForm","Defect","Power","Rare","3","Self","Ethereal","Exact","High","ApplyPower; ApplyPower:EchoFormPower","supported primitives only","ApplyPower","EchoFormPower","DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\EchoForm.cs"
"EnergySurge","Defect","Skill","Uncommon","1","AllAllies","Exhaust","Almost","Medium","GainEnergy","loop/repeat","GainEnergy","","EnergyVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\EnergySurge.cs"
"Feral","Defect","Power","Uncommon","2","Self","","Exact","High","ApplyPower; ApplyPower:FeralPower","supported primitives only","ApplyPower","FeralPower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Feral.cs"
"FightThrough","Defect","Skill","Uncommon","1","Self","","Almost","Medium","GainBlock; AddSpecificCardToHand","loop/repeat; specific generated card","GainBlock;AddSpecificCardToHand","","BlockVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\FightThrough.cs"
"FlakCannon","Defect","Attack","Rare","2","RandomEnemy","Exhaust","Almost","Medium","DealDamage; ExhaustCards","calculated amount; loop/repeat; randomness","DealDamage;ExhaustCards","","CalculatedVar;CalculationBaseVar;CalculationExtraVar;DamageVar;DynamicVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\FlakCannon.cs"
"FocusedStrike","Defect","Attack","Common","1","AnyEnemy","","Exact","High","DealDamage; ApplyPower; ApplyPower:FocusedStrikePower","supported primitives only","DealDamage;ApplyPower","FocusedStrikePower","DamageVar;DynamicVar;PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\FocusedStrike.cs"
"Ftl","Defect","Attack","Uncommon","0","AnyEnemy","","Almost","Medium","DealDamage; DrawCards","conditional branch","DealDamage;DrawCards","","CardsVar;DamageVar;DynamicVar;IntVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Ftl.cs"
"Fusion","Defect","Skill","Uncommon","2","Self","","Exact","High","ChannelPlasma","supported primitives only","ChannelPlasma","","","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Fusion.cs"
"GeneticAlgorithm","Defect","Skill","Rare","1","Self","Exhaust","Exact","High","GainBlock; PersistentSelfScaling","","GainBlock","","BlockVar;DynamicVar;IntVar","AfterDowngraded;OnPlay;OnUpgrade","Gain block, then persistently raise this card and deck version BaseBlock by 3/4. PersistentSelfScaling covers the saved card growth.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\GeneticAlgorithm.cs"
"Glacier","Defect","Skill","Uncommon","2","Self","","Almost","Medium","GainBlock; ChannelFrost","loop/repeat","GainBlock;ChannelFrost","","BlockVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Glacier.cs"
"Glasswork","Defect","Skill","Uncommon","1","Self","","Exact","High","GainBlock; ChannelGlass","supported primitives only","GainBlock;ChannelGlass","","BlockVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Glasswork.cs"
"GoForTheEyes","Defect","Attack","Common","0","AnyEnemy","","Almost","Medium","DealDamage; ApplyWeak","conditional branch","DealDamage;ApplyWeak","WeakPower","DamageVar;DynamicVar;PowerVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\GoForTheEyes.cs"
"GunkUp","Defect","Attack","Common","1","AnyEnemy","","Almost","Medium","DealDamage; AddSpecificCardToHand","specific generated card","DealDamage;AddSpecificCardToHand","","DamageVar;DynamicVar;RepeatVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\GunkUp.cs"
"Hailstorm","Defect","Power","Uncommon","1","Self","","Exact","High","ApplyPower; ApplyPower:HailstormPower","supported primitives only","ApplyPower","HailstormPower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Hailstorm.cs"
"HelixDrill","Defect","Attack","Rare","0","AnyEnemy","","Almost","Medium","DealDamage","calculated amount","DealDamage","","CalculatedVar;CalculationBaseVar;CalculationExtraVar;DamageVar;DynamicVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\HelixDrill.cs"
"Hologram","Defect","Skill","Common","1","Self","Exhaust","Exact","High","GainBlock; MoveCardsBetweenPiles","supported selector/pile operation","GainBlock;MoveCardsBetweenPiles","","BlockVar","OnPlay;OnUpgrade","Direct mapping to existing editor selector and pile operation effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Hologram.cs"
"Hotfix","Defect","Skill","Common","0","Self","Exhaust","Exact","High","ApplyPower; ApplyPower:HotfixPower","supported primitives only","ApplyPower","HotfixPower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Hotfix.cs"
"Hyperbeam","Defect","Attack","Rare","2","AllEnemies","","Almost","Medium","DealDamage; GainFocus","conditional branch; loop/repeat; custom card filter","DealDamage;GainFocus","FocusPower","DamageVar;DynamicVar;PowerVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Hyperbeam.cs"
"IceLance","Defect","Attack","Rare","3","AnyEnemy","","Almost","Medium","DealDamage; ChannelFrost","loop/repeat","DealDamage;ChannelFrost","","DamageVar;DynamicVar;RepeatVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\IceLance.cs"
"Ignition","Defect","Skill","Rare","1","AnyAlly","Exhaust","Exact","High","ChannelPlasma","supported primitives only","ChannelPlasma","","","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Ignition.cs"
"Iteration","Defect","Power","Uncommon","1","Self","","Exact","High","ApplyPower; ApplyPower:IterationPower","supported primitives only","ApplyPower","IterationPower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Iteration.cs"
"Leap","Defect","Skill","Common","1","Self","","Exact","High","GainBlock","supported primitives only","GainBlock","","BlockVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Leap.cs"
"LightningRod","Defect","Skill","Common","1","Self","","Exact","High","GainBlock; ApplyPower; ApplyPower:LightningRodPower","supported primitives only","GainBlock;ApplyPower","LightningRodPower","BlockVar;DynamicVar;PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\LightningRod.cs"
"Loop","Defect","Power","Uncommon","1","Self","","Exact","High","ApplyPower; ApplyPower:LoopPower","supported primitives only","ApplyPower","LoopPower","DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Loop.cs"
"MachineLearning","Defect","Power","Rare","1","Self","Innate","Exact","High","ApplyPower; ApplyPower:MachineLearningPower","supported primitives only","ApplyPower","MachineLearningPower","CardsVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\MachineLearning.cs"
"MeteorStrike","Defect","Attack","Rare","5","AnyEnemy","","Almost","Medium","DealDamage; ChannelPlasma","conditional branch; loop/repeat","DealDamage;ChannelPlasma","","DamageVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\MeteorStrike.cs"
